age,job,marital,education,balance,previous,deposit
32,blue-collar,single,secondary,1342,0,0
55,blue-collar,married,unknown,6134,0,0
55,housemaid,married,primary,3680,0,0
31,blue-collar,married,primary,605,0,0
49,management,married,secondary,104,0,0
41,admin.,married,secondary,683,0,0
56,retired,divorced,primary,48,0,0
50,blue-collar,divorced,primary,15,7,0
37,technician,single,secondary,6714,0,0
35,blue-collar,married,primary,623,0,0
52,housemaid,married,secondary,234,0,0
33,technician,married,tertiary,599,0,0
42,management,married,tertiary,9916,0,0
33,admin.,single,secondary,3160,0,0
35,admin.,single,secondary,0,0,0
28,student,single,tertiary,2306,0,0
41,admin.,divorced,secondary,2550,2,0
44,blue-collar,married,secondary,701,0,0
26,technician,single,secondary,3244,1,0
40,management,single,tertiary,402,0,0
37,management,married,tertiary,6014,0,0
33,blue-collar,married,secondary,-81,0,0
36,admin.,married,secondary,898,0,0
28,unemployed,married,secondary,863,0,0
37,self-employed,single,primary,235,9,0
32,technician,single,secondary,12,0,0
49,blue-collar,married,secondary,298,3,0
36,blue-collar,married,secondary,3463,0,0
39,housemaid,married,primary,13338,0,0
34,blue-collar,married,unknown,391,0,0
32,technician,single,tertiary,569,0,0
26,services,married,secondary,54,0,0
46,admin.,divorced,secondary,875,2,0
78,retired,divorced,secondary,631,0,0
47,admin.,married,secondary,3434,0,0
80,retired,married,secondary,1610,0,0
25,student,single,tertiary,505,0,0
50,management,married,tertiary,11528,0,0
36,management,divorced,tertiary,102,0,0
42,unemployed,married,primary,-581,2,0
54,management,married,tertiary,0,0,0
43,retired,married,primary,7298,0,0
29,blue-collar,married,secondary,0,0,0
36,management,married,tertiary,909,0,0
59,blue-collar,married,unknown,337,0,0
47,admin.,married,secondary,829,1,0
36,technician,single,secondary,301,0,0
56,technician,married,secondary,147,0,0
55,retired,divorced,secondary,282,0,0
38,technician,divorced,secondary,1294,0,0
39,blue-collar,divorced,secondary,0,1,0
35,management,single,tertiary,995,0,0
54,blue-collar,married,primary,532,0,0
32,services,single,tertiary,785,0,0
30,technician,divorced,secondary,3028,0,0
51,blue-collar,married,secondary,1022,0,0
39,management,married,primary,0,0,0
46,technician,married,secondary,792,0,0
33,admin.,single,tertiary,490,2,0
34,management,married,tertiary,417,0,0
33,management,married,tertiary,2071,0,0
55,blue-collar,single,primary,1187,0,0
49,services,married,secondary,280,0,0
37,unemployed,married,tertiary,1236,0,0
29,technician,single,tertiary,910,0,0
28,management,single,secondary,-994,0,0
21,unemployed,single,secondary,1333,0,0
44,services,married,secondary,850,0,0
30,management,single,tertiary,3773,0,0
46,management,married,tertiary,460,0,0
33,entrepreneur,married,secondary,3140,0,0
40,blue-collar,married,secondary,1028,0,0
42,management,single,tertiary,4264,0,0
44,management,divorced,tertiary,3932,0,0
32,admin.,married,secondary,-1,0,0
34,blue-collar,married,secondary,1682,0,0
55,entrepreneur,married,secondary,814,0,0
35,services,married,secondary,819,0,0
47,admin.,married,secondary,1265,0,0
29,admin.,single,tertiary,514,0,0
47,services,married,secondary,1764,0,0
39,blue-collar,married,primary,275,0,0
40,blue-collar,married,primary,592,2,0
42,admin.,single,secondary,1143,0,0
31,management,married,tertiary,546,0,0
31,management,married,tertiary,1164,0,0
82,housemaid,divorced,primary,1381,1,0
44,management,divorced,tertiary,0,0,0
32,services,single,secondary,659,0,0
40,technician,married,secondary,192,5,0
26,admin.,single,secondary,-12,0,0
30,admin.,single,secondary,186,0,0
45,blue-collar,married,secondary,2246,2,0
32,management,single,tertiary,124,0,0
56,admin.,married,secondary,2087,0,0
58,blue-collar,married,secondary,1298,0,0
28,management,single,unknown,101,0,0
43,management,married,tertiary,46,0,0
34,entrepreneur,divorced,tertiary,262,0,0
40,services,married,secondary,0,2,0
31,self-employed,single,tertiary,17924,0,0
28,admin.,married,tertiary,167,0,0
45,admin.,married,secondary,967,0,0
33,blue-collar,married,secondary,0,0,0
42,admin.,married,primary,1547,0,0
32,blue-collar,married,primary,388,0,0
41,self-employed,married,secondary,1,0,0
32,admin.,married,secondary,0,0,0
37,unemployed,married,secondary,80,0,0
57,admin.,married,secondary,4168,0,0
56,management,married,tertiary,0,0,0
37,admin.,single,secondary,781,0,0
34,admin.,married,secondary,804,0,0
46,blue-collar,married,tertiary,993,0,0
40,blue-collar,married,primary,34,1,0
32,technician,single,tertiary,0,0,0
28,admin.,single,secondary,520,0,0
46,self-employed,married,secondary,567,0,0
44,management,married,tertiary,7177,0,0
55,management,divorced,primary,3629,0,0
75,retired,divorced,secondary,2199,0,0
41,management,married,tertiary,223,0,0
30,blue-collar,single,primary,185,0,0
33,entrepreneur,married,secondary,5809,0,0
43,unemployed,married,secondary,210,0,0
49,self-employed,married,secondary,-199,0,0
32,blue-collar,married,secondary,897,2,0
26,blue-collar,divorced,secondary,0,0,0
55,blue-collar,divorced,secondary,7378,0,0
46,management,single,tertiary,593,0,0
31,management,married,tertiary,1224,2,0
34,management,married,tertiary,3031,0,0
37,blue-collar,married,primary,708,0,0
29,technician,single,tertiary,542,0,0
24,admin.,single,tertiary,1141,0,0
46,admin.,married,secondary,-42,0,0
41,management,married,tertiary,-556,0,0
52,services,married,unknown,482,0,0
27,services,single,tertiary,1501,0,0
44,management,married,tertiary,1850,0,0
39,technician,married,secondary,2266,4,0
52,housemaid,married,primary,3283,0,0
77,retired,single,primary,300,0,0
35,technician,married,secondary,1,0,0
49,management,divorced,tertiary,178,0,0
37,housemaid,married,secondary,187,0,0
46,management,married,tertiary,229,0,0
43,entrepreneur,single,tertiary,42,0,0
35,blue-collar,married,primary,-367,1,0
29,admin.,single,tertiary,8,0,0
52,housemaid,married,primary,256,0,0
55,management,married,secondary,2410,0,0
33,technician,married,tertiary,2976,12,0
40,blue-collar,divorced,secondary,-426,0,0
39,blue-collar,married,secondary,39,0,0
61,blue-collar,divorced,primary,1428,0,0
63,retired,married,secondary,2030,0,0
44,management,married,tertiary,-1636,0,0
52,services,married,secondary,108,0,0
58,unemployed,single,tertiary,2094,0,0
38,admin.,married,secondary,47,0,0
51,housemaid,married,primary,618,0,0
29,self-employed,single,tertiary,162,0,0
42,management,married,tertiary,-671,0,0
56,blue-collar,married,primary,136,0,0
55,technician,married,secondary,6958,0,0
43,blue-collar,married,primary,953,0,0
27,blue-collar,married,secondary,821,41,0
54,services,married,secondary,131,0,0
25,management,single,secondary,1272,0,0
33,blue-collar,married,primary,-306,0,0
46,admin.,divorced,secondary,3201,0,0
26,services,single,secondary,1114,0,0
30,admin.,married,tertiary,4168,0,0
39,technician,married,secondary,0,0,0
58,admin.,married,unknown,0,2,0
49,blue-collar,married,secondary,3309,0,0
49,services,married,secondary,1377,0,0
43,housemaid,married,secondary,150,0,0
60,management,married,tertiary,553,3,0
57,technician,married,secondary,458,0,0
38,technician,married,secondary,565,0,0
56,technician,married,secondary,0,3,0
45,self-employed,married,secondary,2278,0,0
45,management,married,tertiary,210,0,0
44,blue-collar,married,unknown,15578,0,0
40,blue-collar,married,primary,236,0,0
38,management,single,tertiary,1704,0,0
55,admin.,divorced,secondary,1693,3,0
40,technician,married,secondary,372,2,0
35,blue-collar,single,primary,1147,0,0
32,blue-collar,married,secondary,3166,0,0
31,self-employed,married,primary,1074,0,0
49,blue-collar,divorced,secondary,23,0,0
55,retired,married,secondary,1431,0,0
51,blue-collar,married,secondary,814,0,0
30,unemployed,married,secondary,142,0,0
37,admin.,single,secondary,810,1,0
36,management,married,tertiary,1604,0,0
51,management,divorced,tertiary,0,0,0
29,admin.,single,secondary,488,0,0
32,student,single,unknown,4110,0,0
36,services,married,secondary,1746,1,0
32,blue-collar,married,secondary,-208,0,0
56,retired,married,primary,152,0,0
46,services,married,secondary,0,0,0
39,admin.,divorced,secondary,399,0,0
57,retired,married,primary,318,0,0
53,management,married,tertiary,9072,0,0
33,technician,married,secondary,3071,0,0
43,blue-collar,divorced,primary,177,0,0
40,management,married,tertiary,10786,0,0
44,admin.,married,secondary,0,0,0
59,admin.,married,primary,879,7,0
59,retired,married,secondary,1887,0,0
28,services,single,secondary,3331,0,0
26,management,single,tertiary,3,0,0
59,management,single,tertiary,7668,0,0
78,retired,divorced,primary,55,1,0
33,services,married,primary,0,0,0
38,blue-collar,divorced,secondary,2998,0,0
35,self-employed,married,secondary,524,0,0
30,technician,single,tertiary,106,0,0
31,services,single,secondary,85,0,0
35,technician,married,secondary,249,0,0
45,management,married,tertiary,10,0,0
40,admin.,married,secondary,523,0,0
50,services,married,secondary,1321,0,0
29,admin.,single,secondary,-194,0,0
41,unemployed,single,tertiary,4517,0,0
44,technician,married,tertiary,964,0,0
29,unknown,single,secondary,923,0,0
49,technician,divorced,secondary,2677,0,0
30,admin.,single,secondary,873,2,0
37,blue-collar,married,unknown,-1050,0,0
52,admin.,divorced,secondary,361,0,0
30,management,single,tertiary,1466,0,0
40,admin.,single,secondary,782,17,0
33,blue-collar,married,secondary,3576,2,0
34,self-employed,single,secondary,3,0,0
33,blue-collar,married,secondary,-112,0,0
35,unemployed,married,secondary,759,0,0
54,management,married,tertiary,195,6,0
32,services,married,secondary,15,0,0
32,technician,married,tertiary,-1053,0,0
44,management,married,secondary,488,11,0
53,technician,married,secondary,287,0,0
53,admin.,married,secondary,578,0,0
40,management,single,tertiary,1509,3,0
29,admin.,single,secondary,3794,0,0
36,housemaid,married,primary,4324,0,0
40,blue-collar,divorced,secondary,793,0,0
58,services,married,primary,943,0,0
34,management,married,tertiary,0,0,0
60,blue-collar,married,secondary,19447,0,0
23,student,single,unknown,565,0,0
59,unknown,married,unknown,1541,0,0
42,technician,married,tertiary,1079,0,0
50,management,married,tertiary,0,3,0
31,management,single,secondary,1310,0,0
31,management,single,tertiary,98,0,0
28,admin.,married,secondary,5,0,0
56,admin.,married,primary,0,4,0
23,student,single,secondary,9216,0,0
30,entrepreneur,married,secondary,2551,0,0
54,technician,married,secondary,0,6,0
35,blue-collar,married,secondary,154,0,0
29,admin.,married,secondary,-150,0,0
48,management,married,primary,427,0,0
43,admin.,single,tertiary,664,0,0
40,management,single,tertiary,0,0,0
38,entrepreneur,married,secondary,680,0,0
30,admin.,married,secondary,4,0,0
60,blue-collar,married,secondary,196,0,0
31,entrepreneur,divorced,secondary,290,0,0
28,student,single,tertiary,221,0,0
31,technician,married,secondary,180,2,0
48,services,single,primary,-139,0,0
36,blue-collar,single,primary,79,0,0
41,management,divorced,tertiary,236,0,0
35,management,single,tertiary,1120,2,0
51,management,divorced,tertiary,-2282,0,0
35,blue-collar,married,secondary,2200,0,0
51,management,single,unknown,-461,0,0
56,blue-collar,married,secondary,385,0,0
59,retired,married,secondary,2291,0,0
27,services,married,secondary,54,1,0
48,services,married,secondary,2850,0,0
24,admin.,single,secondary,1235,0,0
56,admin.,married,secondary,360,0,0
34,management,married,tertiary,1352,0,0
35,technician,married,secondary,905,0,0
57,retired,married,tertiary,138,0,0
30,blue-collar,single,secondary,0,0,0
40,admin.,divorced,secondary,221,0,0
48,blue-collar,married,primary,-254,0,0
35,management,married,tertiary,1510,0,0
46,services,married,secondary,1757,0,0
30,blue-collar,married,primary,0,0,0
37,services,single,secondary,934,0,0
30,unemployed,married,tertiary,0,0,0
46,management,married,tertiary,1217,0,0
43,blue-collar,divorced,primary,-57,0,0
40,blue-collar,single,secondary,82,5,0
34,unemployed,married,secondary,438,1,0
43,admin.,divorced,secondary,729,0,0
31,services,married,secondary,0,0,0
37,blue-collar,married,secondary,374,0,0
49,self-employed,single,tertiary,-341,0,0
38,blue-collar,married,secondary,-367,0,0
27,admin.,single,secondary,592,0,0
35,management,divorced,tertiary,457,0,0
47,unemployed,single,secondary,4819,0,0
56,blue-collar,married,primary,-85,0,0
26,self-employed,single,secondary,467,0,0
29,admin.,single,secondary,-309,0,0
53,blue-collar,married,secondary,21522,0,0
38,blue-collar,married,primary,467,0,0
33,blue-collar,married,tertiary,870,0,0
30,blue-collar,single,secondary,-93,0,0
36,admin.,married,secondary,75,0,0
37,blue-collar,single,secondary,292,0,0
60,blue-collar,married,secondary,0,0,0
48,management,married,tertiary,263,0,0
32,management,married,tertiary,134,0,0
31,self-employed,single,tertiary,91,0,0
54,management,married,tertiary,0,0,0
31,self-employed,married,tertiary,229,0,0
31,blue-collar,married,secondary,892,0,0
29,services,single,secondary,197,0,0
23,blue-collar,married,primary,-213,0,0
51,management,married,tertiary,-321,2,0
32,blue-collar,single,secondary,604,2,0
48,management,married,primary,606,0,0
32,blue-collar,married,primary,1518,0,0
44,housemaid,married,secondary,192,0,0
35,management,married,tertiary,0,0,0
46,technician,married,secondary,289,0,0
31,admin.,married,secondary,535,0,0
31,blue-collar,single,secondary,33,0,0
36,blue-collar,married,primary,243,0,0
35,services,married,tertiary,0,0,0
35,services,married,secondary,1279,0,0
36,technician,married,tertiary,1327,0,0
52,blue-collar,married,tertiary,297,1,0
27,technician,single,secondary,740,0,0
47,services,married,secondary,278,1,0
43,unemployed,married,secondary,553,0,0
41,entrepreneur,married,primary,406,0,0
18,student,single,secondary,5,0,0
45,blue-collar,married,secondary,2071,0,0
41,technician,married,secondary,0,8,0
34,technician,married,tertiary,932,0,0
46,services,married,secondary,-119,0,0
38,technician,married,secondary,381,0,0
23,services,married,secondary,1309,0,0
73,retired,married,primary,542,0,0
41,technician,married,unknown,30,0,0
43,management,single,tertiary,0,0,0
51,management,married,tertiary,-15,0,0
45,services,married,unknown,318,0,0
47,housemaid,divorced,primary,1405,0,0
35,blue-collar,married,tertiary,5271,0,0
38,admin.,divorced,secondary,-51,0,0
31,management,married,tertiary,3914,0,0
49,entrepreneur,married,tertiary,4976,0,0
29,blue-collar,single,secondary,16,0,0
39,admin.,married,secondary,1595,0,0
41,entrepreneur,married,tertiary,306,0,0
34,blue-collar,single,secondary,215,3,0
39,management,single,tertiary,0,3,0
78,retired,divorced,unknown,2628,0,0
33,management,married,tertiary,1778,1,0
59,retired,married,primary,1423,0,0
52,management,married,tertiary,659,0,0
35,entrepreneur,married,tertiary,-31,0,0
43,admin.,married,secondary,-204,0,0
43,technician,single,secondary,1462,0,0
36,blue-collar,married,secondary,723,0,0
36,admin.,single,tertiary,3954,0,0
45,unemployed,single,secondary,33,0,0
47,management,married,primary,4151,0,0
38,admin.,divorced,secondary,0,0,0
45,entrepreneur,married,tertiary,219,0,0
33,technician,married,tertiary,2728,0,0
38,management,divorced,tertiary,76,0,0
36,technician,married,tertiary,4388,0,0
38,blue-collar,married,secondary,-210,0,0
34,self-employed,married,tertiary,2427,3,0
32,admin.,single,secondary,45,7,0
49,technician,married,secondary,-74,0,0
37,management,single,tertiary,2173,1,0
47,technician,divorced,tertiary,8422,0,0
28,self-employed,married,tertiary,120,0,0
29,admin.,divorced,secondary,1320,0,0
30,services,single,secondary,245,0,0
34,admin.,divorced,primary,9569,0,0
39,technician,single,unknown,0,0,0
26,blue-collar,married,secondary,2770,0,0
38,technician,divorced,secondary,1221,0,0
47,admin.,married,secondary,298,0,0
61,management,married,secondary,967,0,0
35,technician,married,secondary,0,0,0
34,admin.,married,secondary,0,0,0
34,entrepreneur,married,secondary,1368,0,0
56,technician,single,secondary,751,5,0
47,services,married,secondary,2597,0,0
36,unemployed,married,secondary,-35,0,0
43,technician,married,secondary,629,0,0
51,admin.,married,primary,1330,0,0
40,technician,single,secondary,277,0,0
38,services,married,tertiary,1018,0,0
34,management,married,tertiary,11,0,0
47,self-employed,married,tertiary,0,0,0
57,entrepreneur,married,secondary,905,0,0
35,technician,married,secondary,15474,2,0
45,management,married,tertiary,54,0,0
55,unemployed,married,secondary,-246,0,0
54,management,married,secondary,0,0,0
39,services,married,primary,1951,0,0
58,services,married,primary,65,0,0
31,admin.,married,secondary,368,3,0
35,blue-collar,married,primary,51,0,0
45,technician,married,secondary,3492,0,0
44,admin.,divorced,secondary,21,0,0
57,blue-collar,married,primary,8403,0,0
41,technician,married,secondary,978,0,0
42,blue-collar,married,secondary,165,0,0
49,technician,single,unknown,350,0,0
52,self-employed,divorced,secondary,385,0,0
57,blue-collar,married,secondary,2058,0,0
29,management,single,tertiary,-11,0,0
34,blue-collar,single,primary,505,0,0
36,management,married,tertiary,-547,2,0
39,management,married,tertiary,562,0,0
53,blue-collar,divorced,primary,4222,0,0
40,services,married,secondary,105,0,0
38,services,single,secondary,0,0,0
34,admin.,single,secondary,66,0,0
40,services,married,secondary,0,0,0
39,management,married,secondary,13578,0,0
51,technician,single,tertiary,11222,7,0
33,admin.,married,secondary,1737,0,0
59,management,divorced,tertiary,59,0,0
30,technician,single,secondary,54,0,0
61,technician,married,primary,2282,0,0
24,admin.,married,secondary,299,1,0
36,management,married,tertiary,396,0,0
34,technician,single,tertiary,184,0,0
47,blue-collar,married,primary,475,7,0
40,technician,married,secondary,-496,0,0
46,technician,divorced,secondary,117,0,0
32,management,married,tertiary,713,0,0
39,management,married,tertiary,45,0,0
35,management,single,tertiary,1496,0,0
37,services,single,primary,0,5,0
45,technician,married,unknown,886,1,0
38,blue-collar,married,primary,4592,0,0
52,technician,married,secondary,-38,0,0
28,blue-collar,single,primary,431,2,0
35,management,single,tertiary,-292,6,0
45,technician,married,secondary,2571,0,0
33,management,single,tertiary,191,1,0
42,technician,divorced,secondary,1689,0,0
23,student,single,secondary,8494,0,0
49,entrepreneur,divorced,secondary,159,0,0
52,technician,married,tertiary,7,0,0
27,management,single,secondary,35,0,0
34,management,married,secondary,1007,0,0
31,technician,married,secondary,106,0,0
45,admin.,married,secondary,0,0,0
32,admin.,married,secondary,0,0,0
51,blue-collar,married,primary,216,3,0
56,management,married,tertiary,746,0,0
44,admin.,married,secondary,764,1,0
41,blue-collar,married,secondary,193,0,0
54,self-employed,married,tertiary,368,0,0
31,technician,single,secondary,205,0,0
25,admin.,single,secondary,96,0,0
50,technician,divorced,secondary,8016,0,0
41,entrepreneur,married,tertiary,221,0,0
33,unemployed,single,tertiary,157,0,0
49,blue-collar,married,primary,4830,0,0
34,technician,single,tertiary,1039,0,0
60,retired,married,primary,71,0,0
45,admin.,married,secondary,1214,2,0
40,self-employed,married,secondary,0,0,0
50,admin.,divorced,secondary,0,0,0
27,management,single,secondary,116,0,0
53,technician,married,secondary,100,0,0
31,services,single,secondary,91,0,0
24,blue-collar,single,secondary,-398,4,0
68,retired,married,tertiary,2820,3,0
27,services,single,secondary,223,0,0
46,management,single,tertiary,2278,0,0
23,technician,single,secondary,-782,0,0
76,retired,married,unknown,8919,0,0
48,entrepreneur,married,secondary,104,0,0
60,management,married,tertiary,3387,0,0
46,entrepreneur,married,secondary,0,0,0
36,admin.,single,secondary,449,0,0
30,technician,single,secondary,4787,2,0
33,management,single,tertiary,1240,1,0
36,admin.,single,secondary,191,0,0
44,blue-collar,married,tertiary,2185,0,0
36,admin.,single,secondary,0,0,0
44,technician,married,secondary,2857,0,0
70,retired,married,primary,3782,0,0
48,technician,divorced,tertiary,83,0,0
52,management,married,tertiary,6,0,0
34,admin.,single,secondary,88,0,0
35,technician,married,secondary,294,5,0
54,entrepreneur,married,tertiary,84,0,0
47,technician,divorced,secondary,84,0,0
38,blue-collar,married,secondary,602,0,0
41,management,divorced,secondary,0,0,0
28,blue-collar,married,secondary,-470,0,0
58,services,married,secondary,-37,6,0
59,admin.,married,secondary,2145,0,0
32,management,married,tertiary,937,1,0
55,blue-collar,married,secondary,2059,4,0
38,blue-collar,married,secondary,3598,0,0
40,blue-collar,married,primary,1206,0,0
45,entrepreneur,divorced,tertiary,1273,3,0
42,entrepreneur,married,secondary,46,0,0
53,self-employed,married,secondary,534,0,0
32,technician,married,secondary,-300,0,0
55,housemaid,married,primary,4,0,0
54,services,married,unknown,386,1,0
46,blue-collar,married,secondary,-396,0,0
39,management,married,tertiary,0,0,0
36,management,divorced,tertiary,14930,0,0
44,management,married,tertiary,-600,0,0
28,student,single,tertiary,3733,7,0
36,admin.,married,secondary,465,0,0
43,technician,married,secondary,994,0,0
25,blue-collar,married,secondary,758,0,0
31,management,married,tertiary,256,0,0
60,retired,married,tertiary,3461,0,0
29,technician,divorced,secondary,124,0,0
46,services,divorced,secondary,355,8,0
31,management,married,tertiary,1514,0,0
31,management,married,tertiary,40,0,0
45,blue-collar,married,unknown,-320,0,0
60,retired,married,primary,566,0,0
50,housemaid,married,secondary,388,2,0
34,management,married,tertiary,577,1,0
33,admin.,married,secondary,17,1,0
57,housemaid,married,primary,260,0,0
38,self-employed,divorced,secondary,0,0,0
42,management,married,tertiary,1823,0,0
54,self-employed,married,primary,1463,0,0
46,services,divorced,unknown,3390,0,0
59,management,married,primary,2769,2,0
38,self-employed,married,secondary,215,1,0
49,technician,married,secondary,12531,0,0
49,technician,married,tertiary,80,0,0
30,technician,divorced,tertiary,317,0,0
52,self-employed,single,primary,217,0,0
38,admin.,married,secondary,4874,0,0
44,admin.,single,secondary,275,4,0
39,management,married,primary,738,0,0
38,admin.,married,secondary,1839,0,0
36,technician,divorced,secondary,556,1,0
32,services,married,secondary,207,0,0
57,admin.,divorced,secondary,-461,0,0
45,blue-collar,married,primary,789,0,0
43,management,divorced,tertiary,1133,0,0
42,admin.,single,secondary,4253,0,0
58,retired,married,secondary,255,0,0
53,unemployed,married,secondary,582,0,0
30,technician,married,secondary,743,0,0
40,blue-collar,married,primary,570,0,0
35,admin.,married,secondary,786,0,0
34,services,married,secondary,295,0,0
35,management,married,tertiary,2583,0,0
28,blue-collar,single,secondary,1285,17,0
39,technician,single,secondary,287,0,0
51,admin.,married,primary,658,0,0
29,blue-collar,married,secondary,246,0,0
44,entrepreneur,married,tertiary,3463,0,0
32,blue-collar,divorced,unknown,291,0,0
28,admin.,single,secondary,19,0,0
53,blue-collar,married,secondary,5700,0,0
81,retired,divorced,unknown,0,0,0
33,blue-collar,married,secondary,-346,0,0
37,entrepreneur,married,tertiary,-456,0,0
37,technician,married,secondary,5953,0,0
35,technician,single,secondary,1693,1,0
30,admin.,married,secondary,350,0,0
43,blue-collar,married,primary,-181,3,0
45,retired,divorced,secondary,1735,0,0
34,blue-collar,married,secondary,157,0,0
40,admin.,married,secondary,67,5,0
60,admin.,married,primary,-444,0,0
54,self-employed,married,primary,0,0,0
39,blue-collar,married,secondary,171,1,0
44,admin.,married,secondary,262,0,0
32,technician,married,tertiary,0,0,0
34,blue-collar,married,secondary,965,2,0
44,management,married,tertiary,0,0,0
30,management,single,tertiary,6392,0,0
47,unknown,married,unknown,194,0,0
74,retired,divorced,primary,2308,2,0
27,admin.,married,secondary,941,0,0
34,housemaid,divorced,primary,46,0,0
52,housemaid,divorced,secondary,131,0,0
32,services,married,secondary,1844,6,0
42,admin.,married,secondary,281,0,0
31,technician,single,secondary,109,0,0
31,technician,divorced,secondary,268,0,0
31,admin.,married,secondary,298,0,0
57,entrepreneur,married,secondary,-525,0,0
40,management,married,primary,738,3,0
23,blue-collar,married,secondary,94,0,0
43,management,divorced,unknown,7702,3,0
45,admin.,divorced,unknown,857,0,0
58,technician,divorced,secondary,-354,0,0
38,blue-collar,married,unknown,0,1,0
48,admin.,married,secondary,112,0,0
47,technician,divorced,secondary,5735,0,0
49,technician,divorced,tertiary,1807,1,0
28,blue-collar,single,primary,-30,0,0
31,student,single,secondary,216,0,0
38,technician,married,tertiary,127,2,0
43,blue-collar,married,secondary,1096,0,0
52,management,married,secondary,5193,0,0
43,admin.,single,secondary,6,0,0
29,blue-collar,married,secondary,339,2,0
45,services,married,secondary,0,0,0
59,blue-collar,married,primary,625,0,0
48,blue-collar,married,secondary,3776,0,0
30,management,married,tertiary,1239,0,0
23,housemaid,single,primary,93,0,0
38,technician,divorced,tertiary,304,0,0
52,blue-collar,married,primary,1409,0,0
44,services,married,secondary,191,0,0
34,blue-collar,single,secondary,79,0,0
32,blue-collar,married,secondary,2263,0,0
41,technician,married,secondary,10438,0,0
31,admin.,single,secondary,81,11,0
40,management,married,tertiary,964,0,0
52,blue-collar,divorced,primary,0,0,0
32,services,married,secondary,3839,1,0
26,admin.,single,secondary,586,0,0
29,management,single,tertiary,600,0,0
31,management,married,tertiary,1343,0,0
48,blue-collar,married,unknown,113,0,0
27,blue-collar,single,secondary,240,0,0
30,blue-collar,married,secondary,194,0,0
28,blue-collar,married,primary,278,4,0
35,blue-collar,married,secondary,260,0,0
47,technician,divorced,secondary,1013,0,0
35,blue-collar,married,primary,0,2,0
31,technician,married,secondary,2363,0,0
53,blue-collar,married,secondary,913,0,0
26,technician,single,tertiary,686,0,0
35,technician,married,secondary,149,2,0
29,admin.,married,secondary,500,0,0
39,technician,married,tertiary,11766,5,0
31,technician,single,secondary,137,0,0
48,management,single,tertiary,0,0,0
36,management,single,tertiary,335,4,0
27,admin.,married,secondary,16,0,0
49,admin.,married,secondary,0,0,0
34,technician,single,tertiary,9851,0,0
28,services,single,secondary,525,0,0
49,technician,married,secondary,788,0,0
35,blue-collar,married,tertiary,1016,0,0
53,housemaid,divorced,secondary,292,0,0
58,retired,single,primary,999,0,0
37,blue-collar,married,secondary,2870,0,0
27,admin.,single,tertiary,689,1,0
30,services,single,secondary,-100,0,0
35,blue-collar,married,unknown,1084,0,0
32,management,single,tertiary,154,0,0
53,blue-collar,married,secondary,1653,0,0
34,admin.,married,secondary,2378,0,0
38,management,single,tertiary,1515,0,0
34,admin.,married,tertiary,1636,2,0
40,self-employed,married,secondary,1516,0,0
48,services,married,secondary,127,0,0
30,management,single,tertiary,2876,0,0
31,management,married,tertiary,1384,3,0
37,technician,single,secondary,228,0,0
32,technician,single,tertiary,2481,0,0
40,blue-collar,married,secondary,475,0,0
41,management,divorced,tertiary,1401,0,0
52,technician,married,unknown,425,3,0
29,blue-collar,single,secondary,244,0,0
49,management,married,tertiary,-6847,0,0
43,management,married,tertiary,0,0,0
42,management,married,tertiary,386,0,0
37,management,married,tertiary,332,7,0
57,services,divorced,primary,1367,0,0
25,admin.,single,secondary,120,0,0
30,technician,single,secondary,19,0,0
31,admin.,married,secondary,3,0,0
49,blue-collar,married,primary,-98,0,0
47,blue-collar,married,secondary,303,0,0
57,services,divorced,secondary,-752,0,0
26,student,single,tertiary,97,0,0
40,retired,married,tertiary,794,0,0
34,admin.,single,secondary,1880,0,0
41,blue-collar,married,unknown,732,0,0
53,management,married,tertiary,5261,0,0
26,admin.,single,secondary,712,0,0
28,student,single,secondary,28,0,0
54,retired,married,primary,0,0,0
42,technician,married,secondary,827,0,0
29,student,single,secondary,110,0,0
49,unemployed,married,tertiary,377,2,0
32,services,married,secondary,-344,0,0
29,admin.,single,tertiary,261,0,0
60,blue-collar,married,unknown,104,0,0
51,retired,married,primary,610,0,0
40,housemaid,divorced,secondary,4328,0,0
44,blue-collar,married,tertiary,1371,4,0
47,blue-collar,married,primary,193,0,0
32,blue-collar,single,unknown,258,0,0
43,blue-collar,married,primary,56,0,0
59,retired,married,secondary,136,0,0
24,blue-collar,married,secondary,1222,0,0
26,admin.,single,tertiary,3672,0,0
37,blue-collar,single,unknown,2188,0,0
27,management,single,secondary,924,0,0
32,technician,married,secondary,11431,0,0
44,blue-collar,married,primary,140,0,0
34,technician,divorced,secondary,27,0,0
39,management,married,tertiary,-468,0,0
30,services,single,secondary,438,1,0
44,admin.,divorced,secondary,-43,0,0
22,student,single,tertiary,1161,0,0
28,services,single,secondary,458,3,0
41,blue-collar,married,primary,-441,0,0
30,technician,married,secondary,2278,0,0
36,technician,single,secondary,0,0,0
39,services,married,secondary,702,1,0
38,technician,single,tertiary,69,0,0
31,services,married,secondary,182,0,0
29,management,married,tertiary,318,4,0
42,blue-collar,married,primary,-181,0,0
27,technician,single,secondary,261,2,0
55,services,married,secondary,244,0,0
28,technician,married,secondary,880,0,0
47,technician,married,secondary,2283,0,0
49,technician,married,secondary,550,0,0
38,entrepreneur,married,tertiary,7752,0,0
53,technician,married,secondary,6,0,0
31,blue-collar,married,secondary,4471,0,0
57,housemaid,married,primary,1969,0,0
