outcome,purpose_,dti,borrower_score,payment_inc_ratio
0,debt_consolidation,5.09,0.7,5.3047
0,debt_consolidation,20.5,0.4,16.4859
0,debt_consolidation,27.04,0.35,5.853
1,debt_consolidation,16.35,0.3,13.3172
1,major_purchase,22.3,0.7,2.76312
0,debt_consolidation,18.7,0.6,10.8438
0,other,0.9,0.85,6.72519
1,credit_card,23.2,0.3,14.0576
1,debt_consolidation,25.8,0.4,13.3088
1,debt_consolidation,8.94,0.4,13.4468
1,home_improvement,10.72,0.5,16.8103
0,debt_consolidation,16.72,0.45,9.93606
1,small_business,15.63,0.55,8.41309
1,debt_consolidation,24.34,0.5,3.79504
0,debt_consolidation,23.8,0.55,11.5437
1,debt_consolidation,20.05,0.5,18.7111
1,credit_card,11.02,0.45,7.37784
0,debt_consolidation,21.3,0.65,4.71575
0,credit_card,8.52,0.7,1.34437
1,debt_consolidation,10.45,0.6,13.892
0,debt_consolidation,13.43,0.5,8.7608
0,debt_consolidation,22.9,0.35,9.25646
1,other,25.38,0.3,8.23371
1,debt_consolidation,24.33,0.5,14.6856
0,debt_consolidation,26.53,0.45,14.9401
1,debt_consolidation,6.67,0.55,13.4778
1,debt_consolidation,33.04,0.35,6.67547
0,debt_consolidation,15.89,0.4,8.77962
1,debt_consolidation,24.9,0.25,8.55369
1,small_business,17.21,0.6,4.97143
0,debt_consolidation,5.3,0.6,4.47336
0,debt_consolidation,13.09,0.65,9.55782
1,major_purchase,26.33,0.45,4.456
1,debt_consolidation,18.89,0.45,10.0596
0,debt_consolidation,23.19,0.55,2.46471
0,debt_consolidation,10.5,0.3,8.106
0,other,13.31,0.65,2.75727
0,debt_consolidation,12.98,0.55,7.72848
0,debt_consolidation,17.29,0.55,1.62875
0,credit_card,18.02,0.55,15.0924
1,debt_consolidation,33.17,0.3,12.1161
1,debt_consolidation,26.77,0.45,11.2306
1,other,8.66,0.55,7.98044
0,debt_consolidation,24.65,0.45,6.53548
0,debt_consolidation,20.58,0.65,11.7829
1,debt_consolidation,23.43,0.45,13.737
1,debt_consolidation,31.44,0.5,8.8452
1,debt_consolidation,29.06,0.5,9.288
0,small_business,8.9,0.6,7.58621
0,debt_consolidation,12.14,0.45,3.29741
0,other,2.8,0.65,16.738
1,debt_consolidation,13.81,0.4,3.22006
0,credit_card,17.38,0.4,12.2622
0,debt_consolidation,27.18,0.5,13.9594
1,other,4.2,0.4,13.6548
0,other,7.99,0.55,7.69611
0,credit_card,17.93,0.45,2.58712
1,debt_consolidation,18.78,0.5,9.42
1,debt_consolidation,7.87,0.5,12.5702
0,debt_consolidation,15.1,0.45,6.94193
0,debt_consolidation,14.24,0.7,3.31516
1,credit_card,18.28,0.45,7.1875
0,debt_consolidation,2.81,0.55,7.76695
0,debt_consolidation,18.22,0.55,8.30337
1,credit_card,30.75,0.35,10.8374
0,home_improvement,16.03,0.6,11.637
0,credit_card,19.01,0.55,12.6914
0,debt_consolidation,6.81,0.6,3.19102
0,major_purchase,0.33,0.55,9.52774
1,debt_consolidation,22.58,0.35,14.9452
1,major_purchase,26.99,0.6,3.292
0,debt_consolidation,6.16,0.75,7.8733
0,other,0.4,0.65,2.70176
0,debt_consolidation,6.76,0.55,3.9132
0,home_improvement,7.12,0.5,16.781
0,other,10.28,0.4,7.03458
0,debt_consolidation,31.85,0.5,7.66584
0,credit_card,13.42,0.35,6.24497
0,debt_consolidation,21.39,0.4,11.2648
1,debt_consolidation,15.57,0.4,6.12814
0,major_purchase,26.36,0.6,7.54903
0,small_business,9.15,0.65,6.42415
0,debt_consolidation,9.01,0.5,3.14684
0,debt_consolidation,20.06,0.7,7.63151
1,debt_consolidation,9.34,0.45,16.7586
1,debt_consolidation,22.46,0.3,14.8503
0,credit_card,9.77,0.7,4.73712
0,debt_consolidation,10.04,0.55,3.96269
1,debt_consolidation,26.27,0.25,13.2382
0,credit_card,7.28,0.5,8.589
0,debt_consolidation,10.12,0.55,12.6448
1,debt_consolidation,17.12,0.5,3.65353
0,major_purchase,13.7,0.55,12.0684
0,other,16.97,0.75,8.14516
0,major_purchase,15.52,0.75,3.17593
0,debt_consolidation,17.18,0.55,10.974
1,other,26.91,0.6,0.644495
1,debt_consolidation,10.04,0.65,20.2056
0,debt_consolidation,23.07,0.45,10.0248
0,debt_consolidation,18.71,0.55,14.3944
0,debt_consolidation,19.3,0.35,12.7082
0,debt_consolidation,26.3,0.5,9.5655
1,debt_consolidation,19.96,0.5,11.5039
0,debt_consolidation,30.8,0.65,14.5335
0,debt_consolidation,21.15,0.45,3.18813
1,other,15.54,0.5,2.33032
1,debt_consolidation,22.67,0.5,7.56402
0,debt_consolidation,13.23,0.5,6.30411
0,major_purchase,2.3,0.45,3.85104
0,debt_consolidation,14.44,0.55,11.9382
0,debt_consolidation,12.45,0.45,3.95449
0,home_improvement,11.74,0.6,1.55224
1,debt_consolidation,28.47,0.4,20.1555
0,home_improvement,10.76,0.55,3.68247
0,debt_consolidation,5.67,0.35,2.68594
1,debt_consolidation,13.58,0.55,8.4141
0,other,16.59,0.5,23.1504
1,debt_consolidation,19.84,0.3,4.14273
0,debt_consolidation,9.32,0.6,7.19482
1,debt_consolidation,5.87,0.6,5.7163
1,credit_card,11.88,0.55,9.63899
0,debt_consolidation,9.16,0.7,6.91405
1,home_improvement,24.58,0.35,12.537
1,credit_card,21.18,0.4,9.09638
1,medical,11.55,0.35,3.40179
0,home_improvement,3.89,0.55,3.21336
0,debt_consolidation,24.63,0.4,2.83862
1,debt_consolidation,8.77,0.35,14.7614
1,debt_consolidation,12.72,0.5,8.41876
0,credit_card,17.63,0.55,5.94432
1,home_improvement,4.24,0.55,8.37069
1,credit_card,33.18,0.5,14.5082
0,debt_consolidation,19.73,0.6,12.0927
1,debt_consolidation,29.2,0.2,3.42765
0,debt_consolidation,4.47,0.55,13.2393
1,debt_consolidation,6.49,0.4,5.62005
0,debt_consolidation,28.46,0.65,14.2474
1,other,17.9,0.6,6.94766
1,major_purchase,19.26,0.45,5.71386
1,credit_card,10.15,0.45,5.6117
0,debt_consolidation,9.24,0.65,5.52675
1,debt_consolidation,19.62,0.3,9.15713
0,debt_consolidation,19.48,0.45,8.15809
0,debt_consolidation,19.01,0.6,6.01305
0,debt_consolidation,7.93,0.6,8.19667
1,debt_consolidation,20.31,0.5,9.79547
0,debt_consolidation,25.89,0.55,12.0418
0,credit_card,19.05,0.5,8.3457
0,other,21.74,0.75,13.9771
0,debt_consolidation,3.23,0.45,5.80267
0,debt_consolidation,11.23,0.5,9.08634
0,small_business,4.05,0.65,20.3412
0,debt_consolidation,15.57,0.65,7.374
1,debt_consolidation,20.58,0.25,11.7444
0,home_improvement,14.99,0.3,1.80388
0,debt_consolidation,18.79,0.45,7.88635
0,debt_consolidation,9.72,0.6,13.5472
1,home_improvement,9.26,0.3,7.04148
1,credit_card,18.28,0.5,13.4036
1,debt_consolidation,17.04,0.45,8.83571
1,home_improvement,14.43,0.35,8.08483
0,credit_card,8.77,0.55,4.56029
1,debt_consolidation,22.03,0.6,4.22174
0,home_improvement,6.42,0.5,1.33548
0,debt_consolidation,18.17,0.35,5.27084
1,debt_consolidation,5.64,0.45,7.9848
1,debt_consolidation,33.96,0.55,8.85522
0,credit_card,18.93,0.55,7.91253
0,debt_consolidation,15.41,0.4,3.48705
1,debt_consolidation,21.07,0.45,14.0858
1,debt_consolidation,29.42,0.65,8.034
0,debt_consolidation,26.47,0.45,12.3234
1,debt_consolidation,10.11,0.4,5.76252
0,major_purchase,11.3,0.4,4.11072
0,debt_consolidation,22.14,0.45,14.0889
0,home_improvement,14.93,0.5,1.40362
0,debt_consolidation,18.63,0.5,11.9749
1,debt_consolidation,11.61,0.5,16.1901
1,debt_consolidation,15.47,0.5,12.3112
0,home_improvement,8.12,0.6,7.89876
0,home_improvement,19.95,0.8,2.84386
1,debt_consolidation,4.83,0.55,8.12471
0,credit_card,20.4,0.45,8.71635
1,debt_consolidation,23.06,0.35,15.3375
0,other,28.77,0.45,8.7795
0,debt_consolidation,20.67,0.45,16.3683
1,debt_consolidation,18.36,0.65,13.3847
1,debt_consolidation,27.22,0.25,13.4989
1,home_improvement,9.1,0.45,7.406
1,debt_consolidation,32.63,0.25,6.49175
0,other,11.06,0.6,6.15889
0,credit_card,16.58,0.55,9.3432
1,major_purchase,7.82,0.5,2.74288
0,debt_consolidation,3.51,0.65,6.474
0,debt_consolidation,18.71,0.7,11.532
0,credit_card,4.94,0.45,6.39709
1,debt_consolidation,21.56,0.5,6.08743
1,credit_card,22.52,0.55,6.9945
0,debt_consolidation,13.08,0.45,4.02816
0,debt_consolidation,21.04,0.45,10.1937
1,debt_consolidation,21.88,0.35,12.6677
1,credit_card,24.0,0.55,8.83709
0,debt_consolidation,16.61,0.5,3.94682
0,credit_card,16.34,0.55,9.12044
1,debt_consolidation,22.03,0.35,18.1546
1,other,8.91,0.65,4.2273
0,debt_consolidation,18.11,0.75,5.92267
1,debt_consolidation,14.19,0.55,11.3549
0,debt_consolidation,4.18,0.5,7.46194
0,debt_consolidation,8.66,0.55,2.81751
1,debt_consolidation,9.15,0.6,3.91987
0,debt_consolidation,18.66,0.7,8.55465
0,debt_consolidation,21.65,0.55,9.61968
1,debt_consolidation,18.33,0.45,12.6175
1,credit_card,19.46,0.6,9.65921
1,debt_consolidation,12.11,0.45,5.4436
1,major_purchase,16.84,0.55,9.2268
1,debt_consolidation,20.59,0.45,3.37536
0,other,9.67,0.7,2.8816
0,debt_consolidation,14.14,0.8,7.00187
0,home_improvement,15.04,0.8,15.7932
1,debt_consolidation,16.78,0.55,2.42591
0,credit_card,23.99,0.45,10.5132
0,credit_card,28.06,0.45,8.15515
1,debt_consolidation,19.45,0.6,13.8623
0,credit_card,23.57,0.45,10.0703
1,credit_card,23.85,0.55,15.2084
0,debt_consolidation,4.2,0.45,4.77422
1,debt_consolidation,15.33,0.55,14.4763
1,debt_consolidation,15.96,0.45,9.59928
0,debt_consolidation,19.43,0.4,7.7774
1,debt_consolidation,20.1,0.3,3.36
0,credit_card,8.13,0.6,3.3053
1,debt_consolidation,12.21,0.5,18.9654
0,debt_consolidation,26.29,0.7,1.46106
1,debt_consolidation,19.56,0.25,2.14677
0,home_improvement,7.18,0.8,6.77921
1,debt_consolidation,4.18,0.5,7.09961
1,debt_consolidation,16.73,0.55,8.78008
0,home_improvement,4.13,0.55,3.0828
0,credit_card,14.1,0.65,9.0981
0,other,8.49,0.4,4.81817
1,debt_consolidation,31.09,0.55,11.0389
0,debt_consolidation,19.77,0.75,1.6332
0,debt_consolidation,17.5,0.5,2.21247
1,other,18.32,0.45,5.71205
0,debt_consolidation,12.0,0.25,16.1749
1,debt_consolidation,22.18,0.35,12.9092
1,credit_card,16.42,0.55,12.6352
0,debt_consolidation,18.69,0.55,14.1346
0,home_improvement,29.5,0.45,6.5268
0,other,1.23,0.6,2.81581
1,credit_card,13.8,0.45,12.6518
1,debt_consolidation,16.49,0.4,8.67154
1,medical,24.33,0.7,3.359
0,debt_consolidation,13.42,0.55,1.17038
1,credit_card,3.09,0.7,8.01336
0,other,13.55,0.45,4.75707
0,other,5.49,0.7,4.31409
1,debt_consolidation,16.1,0.2,5.79972
1,debt_consolidation,22.49,0.4,3.72212
0,other,10.73,0.45,8.05275
1,debt_consolidation,18.83,0.35,6.48395
1,debt_consolidation,16.55,0.45,6.79318
0,other,14.46,0.65,6.78692
0,credit_card,9.59,0.5,2.29968
0,credit_card,2.31,0.65,2.0769
0,credit_card,26.25,0.65,4.28515
0,debt_consolidation,16.12,0.35,6.69905
1,debt_consolidation,31.15,0.5,15.4532
0,credit_card,5.48,0.65,7.688
1,other,21.17,0.3,1.894
0,debt_consolidation,22.59,0.6,6.22827
1,debt_consolidation,13.49,0.7,10.0565
0,home_improvement,18.72,0.4,4.2319
0,debt_consolidation,15.38,0.6,8.5488
0,credit_card,11.85,0.6,11.1965
1,credit_card,18.58,0.6,6.19065
1,debt_consolidation,29.5,0.55,15.8841
0,major_purchase,14.06,0.6,7.34553
0,debt_consolidation,16.54,0.45,5.88535
0,debt_consolidation,29.55,0.5,5.1441
1,medical,11.26,0.4,1.6746
0,debt_consolidation,15.6,0.6,4.40753
0,home_improvement,5.64,0.5,1.63894
0,debt_consolidation,17.54,0.4,9.246
0,credit_card,7.12,0.4,9.22537
0,debt_consolidation,6.98,0.65,4.29458
0,credit_card,10.52,0.6,11.3073
0,debt_consolidation,25.9,0.55,5.17917
1,other,11.95,0.35,3.34467
0,other,18.62,0.45,3.35607
1,debt_consolidation,21.46,0.45,7.9015
0,home_improvement,12.75,0.45,8.75682
1,debt_consolidation,29.75,0.45,6.51706
1,debt_consolidation,20.1,0.6,8.20603
0,major_purchase,19.14,0.45,3.9697
0,credit_card,18.44,0.6,5.23275
0,credit_card,17.37,0.45,6.53581
1,other,26.82,0.4,1.15214
0,medical,23.58,0.65,11.139
0,debt_consolidation,28.43,0.5,6.39595
1,debt_consolidation,19.05,0.5,9.62549
0,debt_consolidation,18.64,0.45,7.21929
1,debt_consolidation,10.55,0.6,10.2656
0,debt_consolidation,27.29,0.5,11.0652
0,credit_card,22.82,0.65,4.10076
0,other,7.47,0.25,7.752
1,debt_consolidation,15.39,0.25,2.33964
0,debt_consolidation,25.72,0.45,11.1715
1,medical,15.59,0.45,2.10046
1,debt_consolidation,18.54,0.6,9.37423
0,debt_consolidation,4.92,0.5,3.74729
1,credit_card,21.96,0.5,7.97036
1,debt_consolidation,26.64,0.45,10.7909
0,credit_card,12.18,0.7,10.7687
1,debt_consolidation,20.99,0.4,10.1937
1,medical,14.29,0.4,4.7193
1,debt_consolidation,7.25,0.5,7.27632
0,debt_consolidation,12.75,0.65,5.50218
1,debt_consolidation,9.52,0.6,3.94049
0,home_improvement,1.59,0.7,7.03227
0,debt_consolidation,9.43,0.45,6.16635
1,debt_consolidation,22.06,0.25,5.7156
0,debt_consolidation,7.56,0.45,9.1208
1,credit_card,0.3,0.55,15.5489
1,debt_consolidation,11.39,0.5,6.48229
0,debt_consolidation,17.45,0.6,5.96479
1,credit_card,14.13,0.6,12.4087
0,credit_card,7.12,0.75,1.60446
0,debt_consolidation,15.76,0.65,10.4998
1,debt_consolidation,21.47,0.45,9.42887
0,debt_consolidation,15.14,0.4,5.52168
1,debt_consolidation,11.71,0.45,4.49973
0,debt_consolidation,20.16,0.6,7.33222
0,debt_consolidation,17.38,0.6,13.8
1,debt_consolidation,16.94,0.65,11.0955
0,debt_consolidation,19.79,0.65,10.8112
1,debt_consolidation,33.64,0.55,10.9197
0,debt_consolidation,13.93,0.45,10.0466
0,home_improvement,13.77,0.6,8.9548
1,small_business,21.99,0.45,5.77647
1,credit_card,30.12,0.4,10.6308
0,debt_consolidation,19.66,0.4,8.77257
1,debt_consolidation,24.26,0.3,8.23328
1,small_business,17.91,0.3,8.87668
0,debt_consolidation,8.24,0.25,9.70862
1,debt_consolidation,22.73,0.55,13.081
1,debt_consolidation,14.34,0.45,6.96979
0,credit_card,13.29,0.5,9.26699
0,medical,5.7,0.65,4.6365
1,debt_consolidation,8.0,0.5,2.49527
0,debt_consolidation,11.91,0.5,7.25104
0,debt_consolidation,13.22,0.5,4.68808
0,debt_consolidation,4.02,0.6,9.2925
0,credit_card,11.25,0.45,6.09218
0,debt_consolidation,21.22,0.65,7.107
0,other,5.71,0.5,2.42176
0,debt_consolidation,18.62,0.5,1.98864
0,debt_consolidation,14.7,0.6,7.6185
0,debt_consolidation,21.36,0.45,5.0904
1,debt_consolidation,15.21,0.55,4.4456
0,debt_consolidation,23.42,0.5,10.3467
0,debt_consolidation,11.27,0.65,6.4573
1,credit_card,15.36,0.3,2.73776
0,other,11.02,0.5,2.5296
1,debt_consolidation,18.87,0.45,9.978
0,debt_consolidation,15.45,0.3,2.22068
0,debt_consolidation,12.56,0.55,11.9075
0,other,21.45,0.55,20.0958
0,debt_consolidation,18.17,0.55,7.67771
0,debt_consolidation,19.07,0.65,3.57124
0,debt_consolidation,13.63,0.5,9.14667
1,debt_consolidation,10.86,0.4,2.87052
0,debt_consolidation,5.25,0.5,11.9741
0,debt_consolidation,9.47,0.65,13.7862
1,debt_consolidation,16.43,0.45,4.8645
1,home_improvement,4.77,0.7,9.23643
1,major_purchase,20.59,0.15,3.02632
0,debt_consolidation,11.72,0.65,3.31556
0,credit_card,21.68,0.45,9.95413
0,debt_consolidation,17.33,0.6,15.1662
0,other,2.19,0.55,7.3536
1,other,34.92,0.45,5.5708
0,debt_consolidation,19.5,0.35,4.821
0,credit_card,16.78,0.3,3.56562
0,credit_card,10.37,0.5,4.27182
0,credit_card,18.39,0.75,17.1468
1,home_improvement,11.35,0.5,6.99118
0,debt_consolidation,9.76,0.55,3.47208
0,debt_consolidation,10.91,0.55,2.24323
1,debt_consolidation,15.98,0.4,4.05889
0,debt_consolidation,22.47,0.4,16.6965
0,debt_consolidation,21.03,0.55,9.88141
1,credit_card,19.23,0.4,9.79512
0,debt_consolidation,9.67,0.6,7.69995
1,debt_consolidation,18.89,0.2,6.28527
1,other,26.44,0.3,6.31791
1,credit_card,20.59,0.75,8.4
1,other,5.91,0.45,2.09875
1,home_improvement,5.93,0.75,11.2803
1,debt_consolidation,11.27,0.4,7.19626
0,debt_consolidation,10.75,0.5,8.60911
1,debt_consolidation,22.53,0.3,16.5819
0,major_purchase,20.94,0.6,0.754103
0,credit_card,24.61,0.6,5.0192
1,debt_consolidation,11.67,0.65,10.1295
1,credit_card,19.92,0.25,7.85123
0,debt_consolidation,25.14,0.6,8.891
0,debt_consolidation,25.9,0.65,4.76892
1,debt_consolidation,24.46,0.4,11.9961
1,debt_consolidation,22.81,0.4,9.45409
1,debt_consolidation,19.35,0.4,11.4936
0,debt_consolidation,13.22,0.7,4.69577
1,home_improvement,7.36,0.55,14.8262
0,debt_consolidation,6.83,0.5,6.2592
0,debt_consolidation,22.25,0.55,10.0816
0,debt_consolidation,2.24,0.7,5.0806
0,debt_consolidation,8.76,0.4,5.46773
0,debt_consolidation,18.76,0.7,7.07912
1,debt_consolidation,21.2,0.5,7.9704
1,other,12.9,0.35,2.59467
0,debt_consolidation,18.13,0.5,7.36767
0,other,10.19,0.45,3.24657
1,other,8.02,0.5,4.36133
0,debt_consolidation,27.21,0.55,12.4265
0,debt_consolidation,30.33,0.4,8.66034
0,debt_consolidation,14.24,0.65,12.3872
0,debt_consolidation,14.52,0.4,5.89215
0,credit_card,17.53,0.3,4.72033
1,other,16.41,0.4,11.0357
0,debt_consolidation,28.1,0.5,7.4172
1,other,18.22,0.45,13.5774
1,debt_consolidation,22.14,0.55,4.83803
0,debt_consolidation,22.99,0.5,14.1674
1,debt_consolidation,22.34,0.4,5.28104
1,other,17.47,0.5,9.15707
1,credit_card,19.29,0.55,12.1491
0,debt_consolidation,8.75,0.55,6.23505
1,debt_consolidation,25.43,0.5,8.41452
0,credit_card,18.59,0.6,14.8939
1,credit_card,20.84,0.3,9.05389
1,home_improvement,13.56,0.6,10.0865
1,other,20.19,0.4,7.20524
1,debt_consolidation,0.57,0.55,6.5826
0,credit_card,7.46,0.7,4.54507
1,small_business,9.35,0.5,7.92831
0,major_purchase,6.5,0.6,1.26557
1,major_purchase,14.73,0.45,3.22422
0,debt_consolidation,29.12,0.5,8.35413
1,credit_card,20.19,0.55,13.6161
0,debt_consolidation,11.69,0.55,5.39491
1,credit_card,7.02,0.6,2.38701
1,credit_card,11.46,0.6,5.93632
1,credit_card,18.23,0.4,12.4207
1,debt_consolidation,17.15,0.5,19.6531
0,other,2.94,0.7,2.37529
0,debt_consolidation,10.74,0.4,13.0015
1,debt_consolidation,10.51,0.5,2.6208
0,debt_consolidation,27.96,0.5,17.5794
1,major_purchase,28.26,0.25,4.22686
0,major_purchase,5.9,0.7,1.9802
0,home_improvement,17.98,0.45,7.4172
0,debt_consolidation,14.08,0.7,3.46407
1,debt_consolidation,18.13,0.25,15.7643
0,debt_consolidation,4.04,0.7,8.25111
1,debt_consolidation,20.64,0.45,2.5209
1,debt_consolidation,20.34,0.55,3.6144
0,credit_card,12.44,0.6,9.98385
0,debt_consolidation,22.76,0.45,7.3012
0,major_purchase,7.78,0.75,3.2377
0,debt_consolidation,15.94,0.6,8.87314
0,debt_consolidation,16.74,0.45,1.01902
0,debt_consolidation,15.77,0.45,5.29094
0,credit_card,21.63,0.6,5.29359
1,medical,19.29,0.35,5.12366
0,credit_card,5.74,0.55,12.7526
1,debt_consolidation,24.43,0.25,12.5909
1,debt_consolidation,27.95,0.45,15.1057
1,major_purchase,6.82,0.5,1.51006
1,other,24.85,0.25,4.67215
1,debt_consolidation,0.87,0.4,12.8088
1,debt_consolidation,20.52,0.55,9.2973
0,credit_card,18.58,0.4,12.6501
1,debt_consolidation,16.53,0.45,11.6121
0,credit_card,19.08,0.45,12.9813
1,debt_consolidation,8.5,0.5,10.945
0,debt_consolidation,16.92,0.4,7.15558
1,small_business,21.22,0.45,2.34408
1,small_business,24.46,0.3,5.36358
1,debt_consolidation,11.21,0.6,4.91548
0,other,17.68,0.75,7.4672
1,debt_consolidation,34.57,0.4,11.9558
1,credit_card,22.66,0.3,20.6968
1,credit_card,15.7,0.45,9.2592
1,major_purchase,8.3,0.7,4.5284
1,debt_consolidation,17.51,0.4,13.257
1,debt_consolidation,10.64,0.45,3.74066
0,debt_consolidation,28.56,0.7,3.4544
0,credit_card,20.72,0.55,12.2883
1,small_business,9.21,0.35,5.78486
1,debt_consolidation,22.55,0.4,13.4065
1,debt_consolidation,9.04,0.25,3.06084
1,small_business,8.46,0.4,4.22954
0,debt_consolidation,11.67,0.6,9.58586
1,debt_consolidation,19.74,0.4,7.8378
0,debt_consolidation,16.5,0.6,6.00571
0,debt_consolidation,21.34,0.65,10.621
1,credit_card,22.71,0.5,4.10744
0,other,15.75,0.5,13.6671
0,debt_consolidation,24.61,0.5,14.8086
1,major_purchase,5.03,0.45,3.39878
1,debt_consolidation,12.75,0.55,14.658
1,debt_consolidation,28.12,0.4,11.3952
0,debt_consolidation,7.05,0.5,5.5572
0,debt_consolidation,12.15,0.7,3.13063
1,major_purchase,24.07,0.45,4.08879
0,debt_consolidation,18.63,0.65,4.33004
1,credit_card,10.82,0.5,13.1585
1,home_improvement,7.98,0.6,10.1246
1,major_purchase,9.13,0.75,6.14727
1,home_improvement,5.21,0.55,5.21427
0,credit_card,15.63,0.55,3.54802
0,debt_consolidation,7.58,0.65,5.38191
0,debt_consolidation,14.76,0.65,4.9908
0,credit_card,23.84,0.45,5.58326
1,other,15.17,0.6,5.9234
1,debt_consolidation,16.95,0.45,8.24284
1,debt_consolidation,20.0,0.5,12.8559
0,debt_consolidation,3.64,0.35,1.8606
1,debt_consolidation,18.09,0.35,14.6853
0,credit_card,8.15,0.4,6.6307
1,debt_consolidation,29.93,0.55,14.981
0,debt_consolidation,29.28,0.65,6.94585
1,debt_consolidation,8.52,0.55,6.74929
1,debt_consolidation,7.86,0.4,11.5824
0,credit_card,9.36,0.7,4.37287
1,debt_consolidation,20.75,0.6,4.35567
1,other,19.51,0.35,12.2538
1,debt_consolidation,15.52,0.45,7.80777
1,debt_consolidation,8.05,0.4,14.7625
0,home_improvement,1.12,0.6,3.62458
0,debt_consolidation,19.58,0.6,13.8194
1,debt_consolidation,2.61,0.4,12.7338
0,debt_consolidation,21.35,0.65,11.0872
1,debt_consolidation,23.04,0.3,9.68032
0,debt_consolidation,14.32,0.5,12.2402
0,debt_consolidation,17.33,0.55,5.66236
0,debt_consolidation,12.28,0.5,7.82267
1,debt_consolidation,27.2,0.4,12.5722
0,home_improvement,1.74,0.65,3.4288
1,credit_card,7.36,0.6,8.07812
0,small_business,17.38,0.6,7.91596
0,debt_consolidation,26.22,0.65,2.70556
1,debt_consolidation,16.19,0.45,7.5382
1,debt_consolidation,16.53,0.5,7.3354
0,credit_card,19.6,0.35,13.112
0,debt_consolidation,23.03,0.4,15.3235
0,debt_consolidation,20.87,0.7,12.5027
0,debt_consolidation,17.39,0.5,6.43807
0,debt_consolidation,12.93,0.5,8.81718
0,credit_card,12.88,0.5,9.05658
0,debt_consolidation,13.9,0.55,9.10311
1,other,13.25,0.35,5.501
0,credit_card,22.72,0.45,9.3986
1,debt_consolidation,12.89,0.3,14.8979
1,major_purchase,26.0,0.3,5.42802
0,home_improvement,4.34,0.6,1.78756
1,debt_consolidation,20.53,0.5,2.30659
1,debt_consolidation,16.51,0.35,1.358
1,debt_consolidation,16.75,0.3,8.88293
0,debt_consolidation,8.64,0.75,8.5704
1,home_improvement,13.39,0.6,15.6576
0,major_purchase,0.0,0.7,13.3081
1,credit_card,33.43,0.5,18.9637
1,credit_card,3.51,0.45,6.66134
0,major_purchase,0.0,0.7,2.84067
0,debt_consolidation,12.31,0.2,10.4351
1,other,25.44,0.55,2.43356
0,debt_consolidation,25.14,0.6,5.726
1,credit_card,22.15,0.5,13.3537
1,debt_consolidation,26.08,0.45,8.53735
0,debt_consolidation,19.65,0.35,2.24648
0,credit_card,11.13,0.7,12.4556
1,other,31.83,0.4,14.87
0,credit_card,19.14,0.55,9.95032
1,debt_consolidation,12.62,0.35,14.1607
1,debt_consolidation,17.13,0.65,13.4878
0,debt_consolidation,23.25,0.4,13.533
0,major_purchase,22.98,0.45,8.15107
1,other,18.24,0.65,10.0394
1,debt_consolidation,8.95,0.3,3.81326
1,medical,9.02,0.6,11.3273
1,debt_consolidation,6.73,0.4,5.84765
0,home_improvement,1.97,0.7,2.25576
1,debt_consolidation,10.63,0.4,12.7286
0,debt_consolidation,8.93,0.55,9.8916
1,debt_consolidation,26.05,0.45,13.845
0,debt_consolidation,20.0,0.5,13.1036
1,other,20.52,0.5,6.06973
0,debt_consolidation,23.12,0.6,7.99247
1,debt_consolidation,26.34,0.6,8.25032
0,other,17.58,0.55,4.07708
1,debt_consolidation,15.64,0.25,4.01
0,debt_consolidation,7.7,0.85,6.38566
0,debt_consolidation,12.09,0.6,8.9916
1,debt_consolidation,31.56,0.4,10.857
1,credit_card,32.21,0.35,14.7068
1,debt_consolidation,14.0,0.6,9.19835
1,debt_consolidation,26.31,0.3,8.42788
0,credit_card,13.92,0.5,13.4874
1,debt_consolidation,7.25,0.55,11.6058
0,debt_consolidation,18.12,0.5,7.12357
0,credit_card,14.65,0.6,4.48293
0,debt_consolidation,21.34,0.5,15.0946
0,debt_consolidation,9.43,0.5,7.12787
0,major_purchase,4.26,0.35,7.18144
1,debt_consolidation,21.91,0.45,5.18131
0,debt_consolidation,6.09,0.6,11.0204
0,small_business,18.04,0.6,8.56911
1,debt_consolidation,24.71,0.4,5.30857
1,debt_consolidation,21.32,0.45,2.19333
1,home_improvement,20.48,0.5,10.006
1,debt_consolidation,9.7,0.5,8.035
0,credit_card,9.21,0.65,17.2991
1,debt_consolidation,8.93,0.5,4.62444
1,medical,17.46,0.35,3.66406
1,small_business,24.27,0.45,6.61533
1,debt_consolidation,17.69,0.4,8.80291
1,medical,29.2,0.5,20.4267
1,debt_consolidation,14.0,0.3,8.73077
1,debt_consolidation,28.23,0.7,9.5262
1,debt_consolidation,18.42,0.65,3.29341
1,other,20.48,0.45,8.50816
1,debt_consolidation,7.38,0.45,12.4959
1,medical,7.8,0.65,8.0
0,debt_consolidation,23.05,0.5,12.855
0,debt_consolidation,23.45,0.6,16.426
0,credit_card,23.69,0.6,3.53407
1,debt_consolidation,7.09,0.4,10.643
0,other,0.98,0.75,5.90352
1,debt_consolidation,29.04,0.6,6.39156
1,debt_consolidation,12.72,0.4,13.2974
1,debt_consolidation,2.98,0.6,5.05886
1,home_improvement,13.75,0.3,2.0232
1,debt_consolidation,19.71,0.4,12.7067
1,debt_consolidation,21.89,0.7,12.0907
1,home_improvement,11.89,0.4,12.0084
1,small_business,9.6,0.55,15.3777
0,debt_consolidation,21.14,0.55,17.5579
